Lon,Lat,Est,Tmax,Fecha
-103.87,18.91,Tecomán Col.,36.21428571,2019-12-01
-104.32,19.04,Manzanillo Col.,32.84333333,2019-12-01
-103.8,19.21,Coquimatlán Col.,33.33333333,2019-12-01
-103.73,19.22,La Posta Col.,33.34516129,2019-12-01
-103.73,19.22,Radar Col.,31.21428571,2019-12-01
-103.61,19.25,Buena Vista Col.,32.4862069,2019-12-01
-103.6,19.32,Cuauhtémoc Col.,30.38095238,2019-12-01
-103.88,19.11,Derivadora Jala Col.,33.42857143,2019-12-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.46818182,2019-12-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,32.29032258,2019-12-01
-104.3,19.07,Manzanillo Col. SEMAR*,31.07142857,2019-12-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.61666667,2019-12-01
-103.87,19.17,La Esperanza Col.,33.3,2020-01-01
-103.72,18.75,Cerro de Ortega Col.,33.44642857,2020-01-01
-103.77,18.81,Laguna de Amela Col.,33.16451613,2020-01-01
-103.63,18.83,Callejones Col.,35.46666667,2020-01-01
-103.87,18.91,Tecomán Col.,36.27419355,2020-01-01
-104.32,19.04,Manzanillo Col.,31.75185185,2020-01-01
-103.8,19.21,Coquimatlán Col.,32.8,2020-01-01
-103.73,19.22,La Posta Col.,32.93870968,2020-01-01
-103.73,19.22,Radar Col.,32.51612903,2020-01-01
-103.61,19.25,Buena Vista Col.,32.27586207,2020-01-01
-103.81,19.32,Peñitas Col.,32.61111111,2020-01-01
-103.6,19.32,Cuauhtémoc Col.,30.76153846,2020-01-01
-103.88,19.11,Derivadora Jala Col.,33.12068966,2020-01-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.11111111,2020-01-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,31.124,2020-01-01
-104.3,19.07,Manzanillo Col. SEMAR*,30.77096774,2020-01-01
-103.73,19.23,Observatorio de Colima Col. SMN*,32.428,2020-01-01
-103.87,19.17,La Esperanza Col.,32.72727273,2020-02-01
-103.72,18.75,Cerro de Ortega Col.,32.82758621,2020-02-01
-103.77,18.81,Laguna de Amela Col.,32.13793103,2020-02-01
-103.63,18.83,Callejones Col.,35.59615385,2020-02-01
-103.87,18.91,Tecomán Col.,35.44444444,2020-02-01
-104.32,19.04,Manzanillo Col.,30.46896552,2020-02-01
-103.73,19.22,La Posta Col.,32.68214286,2020-02-01
-103.73,19.22,Radar Col.,31.53448276,2020-02-01
-103.61,19.25,Buena Vista Col.,32.58333333,2020-02-01
-103.81,19.32,Peñitas Col.,31.7,2020-02-01
-103.6,19.32,Cuauhtémoc Col.,30.90909091,2020-02-01
-103.88,19.11,Derivadora Jala Col.,32.26923077,2020-02-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,30.26551724,2020-02-01
-104.3,19.07,Manzanillo Col. SEMAR*,29.64137931,2020-02-01
-103.73,19.23,Observatorio de Colima Col. SMN*,32.60689655,2020-02-01
-110.95,18.73,Isla Socorro Col. SEMAR*,27.17037037,2020-02-01
-103.87,19.17,La Esperanza Col.,34.875,2020-03-01
-103.73,18.76,Cerro de Ortega Col.,33.51612903,2020-03-01
-103.77,18.81,Laguna de Amela Col.,32.59677419,2020-03-01
-103.63,18.83,Callejones Col.,36.95238095,2020-03-01
-103.87,18.91,Tecomán Col.,36.51851852,2020-03-01
-104.32,19.04,Manzanillo Col.,31.23,2020-03-01
-103.8,19.21,Coquimatlán Col.,34.48,2020-03-01
-103.73,19.22,La Posta Col.,35.19032258,2020-03-01
-104.1,18.94,Radar Col.,32.28709677,2020-03-01
-103.61,19.25,Buena Vista Col.,33.33928571,2020-03-01
-103.81,19.33,Peñitas Col.,34.84210526,2020-03-01
-103.6,19.32,Cuauhtémoc Col.,32.16896552,2020-03-01
-103.88,19.11,Derivadora Jala Col.,33.66129032,2020-03-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.19032258,2020-03-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,31.12903226,2020-03-01
-104.3,19.07,Manzanillo Col. SEMAR*,31.05483871,2020-03-01
-103.73,19.23,Observatorio de Colima Col. SMN*,35.06129032,2020-03-01
-103.87,19.17,La Esperanza Col.,35.3,2020-04-01
-103.73,18.76,Cerro de Ortega Col.,33.2,2020-04-01
-103.77,18.81,Laguna de Amela Col.,32.3,2020-04-01
-103.63,18.83,Callejones Col.,37.1,2020-04-01
-103.87,18.91,Tecomán Col.,35.9,2020-04-01
-104.32,19.04,Manzanillo Col.,30.2,2020-04-01
-103.8,19.21,Coquimatlán Col.,34.4,2020-04-01
-103.73,19.22,La Posta Col.,36.4,2020-04-01
-104.1,18.94,Radar Col.,31.5,2020-04-01
-103.61,19.25,Buena Vista Col.,35.8,2020-04-01
-103.81,19.33,Peñitas Col.,37.8,2020-04-01
-103.6,19.32,Cuauhtémoc Col.,33.7,2020-04-01
-103.88,19.11,Derivadora Jala Col.,33.9,2020-04-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.0,2020-04-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,30.1,2020-04-01
-104.3,19.07,Manzanillo Col. SEMAR*,30.2,2020-04-01
-103.73,19.23,Observatorio de Colima Col. SMN*,36.2,2020-04-01
-103.87,19.17,La Esperanza Col.,35.0,2020-05-01
-103.73,18.76,Cerro de Ortega Col.,34.0,2020-05-01
-103.77,18.81,Laguna de Amela Col.,33.5,2020-05-01
-103.63,18.83,Callejones Col.,37.0,2020-05-01
-103.87,18.91,Tecomán Col.,35.7,2020-05-01
-104.32,19.04,Manzanillo Col.,30.3,2020-05-01
-103.8,19.21,Coquimatlán Col.,34.1,2020-05-01
-103.73,19.22,La Posta Col.,36.6,2020-05-01
-104.1,18.94,Radar Col.,31.5,2020-05-01
-103.61,19.25,Buena Vista Col.,35.4,2020-05-01
-103.81,19.33,Peñitas Col.,38.1,2020-05-01
-103.6,19.32,Cuauhtémoc Col.,33.8,2020-05-01
-103.88,19.11,Derivadora Jala Col.,33.6,2020-05-01
-114.73,18.35,Isla Clarión Col. SEMAR*,26.3,2020-05-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.0,2020-05-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,29.8,2020-05-01
-104.3,19.07,Manzanillo Col. SEMAR*,30.2,2020-05-01
-103.73,19.23,Observatorio de Colima Col. SMN*,36.0,2020-05-01
-103.87,19.17,La Esperanza Col.,35.2,2020-06-01
-103.73,18.76,Cerro de Ortega Col.,34.4,2020-06-01
-103.77,18.81,Laguna de Amela Col.,33.9,2020-06-01
-103.63,18.83,Callejones Col.,37.3,2020-06-01
-103.87,18.91,Tecomán Col.,36.8,2020-06-01
-104.32,19.04,Manzanillo Col.,32.1,2020-06-01
-103.8,19.21,Coquimatlán Col.,33.7,2020-06-01
-103.73,19.22,La Posta Col.,35.2,2020-06-01
-104.1,18.94,Radar Col.,32.6,2020-06-01
-103.61,19.25,Buena Vista Col.,34.1,2020-06-01
-103.81,19.33,Peñitas Col.,36.6,2020-06-01
-103.6,19.32,Cuauhtémoc Col.,33.8,2020-06-01
-103.88,19.11,Derivadora Jala Col.,33.2,2020-06-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.8,2020-06-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,31.9,2020-06-01
-104.3,19.07,Manzanillo Col. SEMAR*,32.0,2020-06-01
-103.73,19.23,Observatorio de Colima Col. SMN*,35.0,2020-06-01
-103.87,19.17,La Esperanza Col.,36.2,2020-07-01
-103.73,18.76,Cerro de Ortega Col.,34.4,2020-07-01
-103.77,18.81,Laguna de Amela Col.,34.1,2020-07-01
-103.63,18.83,Callejones Col.,37.2,2020-07-01
-103.87,18.91,Tecomán Col.,37.4,2020-07-01
-104.32,19.04,Manzanillo Col.,33.4,2020-07-01
-103.8,19.21,Coquimatlán Col.,33.5,2020-07-01
-103.73,19.22,La Posta Col.,34.6,2020-07-01
-104.1,18.94,Radar Col.,34.0,2020-07-01
-103.61,19.25,Buena Vista Col.,32.7,2020-07-01
-103.81,19.33,Peñitas Col.,35.5,2020-07-01
-103.6,19.32,Cuauhtémoc Col.,32.7,2020-07-01
-103.88,19.11,Derivadora Jala Col.,34.3,2020-07-01
-110.95,18.73,Isla Socorro Col. SEMAR*,30.4,2020-07-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,33.3,2020-07-01
-104.3,19.07,Manzanillo Col. SEMAR*,33.4,2020-07-01
-103.73,19.23,Observatorio de Colima Col. SMN*,34.8,2020-07-01
-103.87,19.17,La Esperanza Col.,35.8,2020-08-01
-103.73,18.76,Cerro de Ortega Col.,34.0,2020-08-01
-103.77,18.81,Laguna de Amela Col.,33.6,2020-08-01
-103.63,18.83,Callejones Col.,38.3,2020-08-01
-103.87,18.91,Tecomán Col.,35.3,2020-08-01
-103.8,19.21,Coquimatlán Col.,33.0,2020-08-01
-103.73,19.22,La Posta Col.,33.5,2020-08-01
-104.1,18.94,Radar Col.,31.7,2020-08-01
-103.81,19.33,Peñitas Col.,32.8,2020-08-01
-103.6,19.32,Cuauhtémoc Col.,31.3,2020-08-01
-110.95,18.73,Isla Socorro Col. SEMAR*,31.6,2020-08-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,33.4,2020-08-01
-104.3,19.07,Manzanillo Col. SEMAR*,33.0,2020-08-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.2,2020-08-01
-104.32,19.04,Manzanillo Col.,33.4,2020-08-01
-103.88,19.11,Derivadora Jala Col.,32.3,2020-08-01
-103.61,19.25,Buena Vista Col.,31.9,2020-08-01
-103.87,19.17,La Esperanza Col.,34.6,2020-09-01
-103.73,18.76,Cerro de Ortega Col.,34.1,2020-09-01
-103.77,18.81,Laguna de Amela Col.,33.6,2020-09-01
-103.87,18.91,Tecomán Col.,37.1,2020-09-01
-103.8,19.21,Coquimatlán Col.,32.6,2020-09-01
-103.73,19.22,La Posta Col.,33.2,2020-09-01
-104.1,18.94,Radar Col.,31.7,2020-09-01
-103.81,19.33,Peñitas Col.,33.0,2020-09-01
-103.6,19.32,Cuauhtémoc Col.,31.6,2020-09-01
-110.95,18.73,Isla Socorro Col. SEMAR*,31.3,2020-09-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,33.3,2020-09-01
-104.3,19.07,Manzanillo Col. SEMAR*,33.1,2020-09-01
-103.73,19.23,Observatorio de Colima Col. SMN*,32.8,2020-09-01
-104.32,19.04,Observatorio de Manzanillo Col.,33.5,2020-09-01
-103.88,19.11,Presa derivadora Jala Col.,32.6,2020-09-01
-103.61,19.25,Buenavista Col.,31.4,2020-09-01
-103.87,19.17,La Esperanza Col.,35.8,2020-10-01
-103.73,18.76,Cerro de Ortega Col.,34.5,2020-10-01
-103.77,18.81,Laguna de Amela Col.,33.8,2020-10-01
-103.87,18.91,Tecomán Col.,38.6,2020-10-01
-103.8,19.21,Coquimatlán Col.,34.0,2020-10-01
-103.73,19.22,La Posta Col.,34.8,2020-10-01
-104.1,18.94,Radar Col.,35.3,2020-10-01
-103.81,19.33,Peñitas Col.,34.3,2020-10-01
-103.6,19.32,Cuauhtémoc Col.,33.1,2020-10-01
-110.95,18.73,Isla Socorro Col. SEMAR*,31.4,2020-10-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,33.7,2020-10-01
-104.3,19.07,Manzanillo Col. SEMAR*,33.3,2020-10-01
-103.73,19.23,Observatorio de Colima Col. SMN*,34.7,2020-10-01
-104.32,19.04,Observatorio de Manzanillo Col.,34.1,2020-10-01
-103.88,19.11,Presa derivadora Jala Col.,34.7,2020-10-01
-103.61,19.25,Buenavista Col.,33.3,2020-10-01
-103.87,19.17,La Esperanza Col.,35.9,2020-11-01
-103.73,18.76,Cerro de Ortega Col.,34.0,2020-11-01
-103.77,18.81,Laguna de Amela Col.,33.5,2020-11-01
-103.87,18.91,Tecomán Col.,38.3,2020-11-01
-103.8,19.21,Coquimatlán Col.,34.9,2020-11-01
-103.73,19.22,La Posta Col.,35.6,2020-11-01
-104.1,18.94,Radar Col.,35.0,2020-11-01
-103.81,19.33,Peñitas Col.,36.2,2020-11-01
-103.6,19.32,Cuauhtémoc Col.,33.4,2020-11-01
-110.95,18.73,Isla Socorro Col. SEMAR*,30.8,2020-11-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,32.8,2020-11-01
-104.3,19.07,Manzanillo Col. SEMAR*,31.8,2020-11-01
-103.73,19.23,Observatorio de Colima Col. SMN*,35.7,2020-11-01
-104.32,19.04,Observatorio de Manzanillo Col.,33.1,2020-11-01
-103.88,19.11,Presa derivadora Jala Col.,35.3,2020-11-01
-103.61,19.25,Buenavista Col.,35.1,2020-11-01
-103.87,19.17,La Esperanza Col.,33.7,2020-12-01
-103.73,18.76,Cerro de Ortega Col.,33.0,2020-12-01
-103.77,18.81,Laguna de Amela Col.,32.8,2020-12-01
-103.87,18.91,Tecomán Col.,35.6,2020-12-01
-103.8,19.21,Coquimatlán Col.,32.1,2020-12-01
-103.73,19.22,La Posta Col.,33.3,2020-12-01
-104.1,18.94,Radar Col.,33.6,2020-12-01
-103.6,19.32,Cuauhtémoc Col.,30.7,2020-12-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.0,2020-12-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,30.9,2020-12-01
-104.3,19.07,Manzanillo Col. SEMAR*,30.0,2020-12-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.5,2020-12-01
-104.32,19.04,Observatorio de Manzanillo Col.,31.1,2020-12-01
-103.88,19.11,Presa derivadora Jala Col.,32.6,2020-12-01
-103.61,19.25,Buenavista Col.,32.9,2020-12-01
-103.87,19.17,La Esperanza Col.,34.6,2021-01-01
-103.73,18.76,Cerro de Ortega Col.,31.8,2021-01-01
-103.77,18.81,Laguna de Amela Col.,31.1,2021-01-01
-103.87,18.91,Tecomán Col.,35.4,2021-01-01
-103.8,19.21,Coquimatlán Col.,32.6,2021-01-01
-103.73,19.22,La Posta Col.,33.4,2021-01-01
-104.1,18.94,Radar Col.,32.1,2021-01-01
-103.81,19.33,Peñitas Col.,34.3,2021-01-01
-103.6,19.32,Cuauhtémoc Col.,31.8,2021-01-01
-110.95,18.73,Isla Socorro Col. SEMAR*,26.5,2021-01-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,30.3,2021-01-01
-104.3,19.07,Manzanillo Col. SEMAR*,29.3,2021-01-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.7,2021-01-01
-104.32,19.04,Observatorio de Manzanillo Col.,30.6,2021-01-01
-103.88,19.11,Presa derivadora Jala Col.,32.8,2021-01-01
-103.61,19.25,Buenavista Col.,32.7,2021-01-01
-103.87,19.17,La Esperanza Col.,34.2,2021-02-01
-103.73,18.76,Cerro de Ortega Col.,31.3,2021-02-01
-103.77,18.81,Laguna de Amela Col.,30.8,2021-02-01
-103.87,18.91,Tecomán Col.,35.4,2021-02-01
-103.8,19.21,Coquimatlán Col.,31.1,2021-02-01
-103.73,19.22,La Posta Col.,33.3,2021-02-01
-104.1,18.94,Radar Col.,31.5,2021-02-01
-103.81,19.33,Peñitas Col.,34.4,2021-02-01
-103.6,19.32,Cuauhtémoc Col.,29.1,2021-02-01
-110.95,18.73,Isla Socorro Col. SEMAR*,26.6,2021-02-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,29.2,2021-02-01
-104.3,19.07,Manzanillo Col. SEMAR*,28.7,2021-02-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.1,2021-02-01
-104.32,19.04,Observatorio de Manzanillo Col.,29.5,2021-02-01
-103.88,19.11,Presa derivadora Jala Col.,31.6,2021-02-01
-103.61,19.25,Buenavista Col.,32.7,2021-02-01
-103.87,19.17,La Esperanza Col.,34.4,2021-03-01
-103.73,18.76,Cerro de Ortega Col.,32.7,2021-03-01
-103.77,18.81,Laguna de Amela Col.,32.0,2021-03-01
-103.87,18.91,Tecomán Col.,36.4,2021-03-01
-103.8,19.21,Coquimatlán Col.,32.2,2021-03-01
-103.73,19.22,La Posta Col.,34.9,2021-03-01
-104.1,18.94,Radar Col.,31.0,2021-03-01
-103.81,19.33,Peñitas Col.,35.0,2021-03-01
-103.6,19.32,Cuauhtémoc Col.,32.9,2021-03-01
-110.95,18.73,Isla Socorro Col. SEMAR*,27.9,2021-03-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,30.2,2021-03-01
-104.3,19.07,Manzanillo Col. SEMAR*,29.8,2021-03-01
-103.73,19.23,Observatorio de Colima Col. SMN*,34.7,2021-03-01
-104.32,19.04,Observatorio de Manzanillo Col.,30.3,2021-03-01
-103.88,19.11,Presa derivadora Jala Col.,32.6,2021-03-01
-103.61,19.25,Buenavista Col.,33.4,2021-03-01
-103.87,19.17,La Esperanza Col.,34.9,2021-04-01
-103.73,18.76,Cerro de Ortega Col.,33.2,2021-04-01
-103.77,18.81,Laguna de Amela Col.,32.6,2021-04-01
-103.87,18.91,Tecomán Col.,35.9,2021-04-01
-103.8,19.21,Coquimatlán Col.,33.5,2021-04-01
-103.73,19.22,La Posta Col.,36.4,2021-04-01
-104.1,18.94,Radar Col.,31.4,2021-04-01
-103.81,19.33,Peñitas Col.,37.5,2021-04-01
-103.6,19.32,Cuauhtémoc Col.,33.8,2021-04-01
-114.73,18.35,Isla Clarión Col. SEMAR*,25.4,2021-04-01
-110.95,18.73,Isla Socorro Col. SEMAR*,27.5,2021-04-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,30.1,2021-04-01
-104.3,19.07,Manzanillo Col. SEMAR*,30.2,2021-04-01
-103.73,19.23,Observatorio de Colima Col. SMN*,35.7,2021-04-01
-104.32,19.04,Observatorio de Manzanillo Col.,30.2,2021-04-01
-103.88,19.11,Presa derivadora Jala Col.,33.4,2021-04-01
-103.61,19.25,Buenavista Col.,36.1,2021-04-01
-103.87,19.17,La Esperanza Col.,36.4,2021-05-01
-103.73,18.76,Cerro de Ortega Col.,34.4,2021-05-01
-103.77,18.81,Laguna de Amela Col.,34.0,2021-05-01
-103.87,18.91,Tecomán Col.,36.8,2021-05-01
-103.8,19.21,Coquimatlán Col.,34.6,2021-05-01
-103.73,19.22,La Posta Col.,36.7,2021-05-01
-104.1,18.94,Radar Col.,32.3,2021-05-01
-103.81,19.33,Peñitas Col.,37.3,2021-05-01
-103.6,19.32,Cuauhtémoc Col.,34.4,2021-05-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.4,2021-05-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,31.6,2021-05-01
-104.3,19.07,Manzanillo Col. SEMAR*,31.2,2021-05-01
-103.73,19.23,Observatorio de Colima Col. SMN*,36.9,2021-05-01
-104.32,19.04,Observatorio de Manzanillo Col.,31.9,2021-05-01
-103.88,19.11,Presa derivadora Jala Col.,34.7,2021-05-01
-103.61,19.25,Buenavista Col.,36.5,2021-05-01
-103.87,19.17,La Esperanza Col.,34.6,2021-06-01
-103.73,18.76,Cerro de Ortega Col.,34.4,2021-06-01
-103.77,18.81,Laguna de Amela Col.,33.9,2021-06-01
-103.87,18.91,Tecomán Col.,36.2,2021-06-01
-103.8,19.21,Coquimatlán Col.,33.4,2021-06-01
-103.73,19.22,La Posta Col.,33.9,2021-06-01
-104.1,18.94,Radar Col.,33.3,2021-06-01
-103.81,19.33,Peñitas Col.,35.8,2021-06-01
-103.6,19.32,Cuauhtémoc Col.,33.2,2021-06-01
-110.95,18.73,Isla Socorro Col. SEMAR*,29.1,2021-06-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,32.6,2021-06-01
-104.3,19.07,Manzanillo Col. SEMAR*,32.2,2021-06-01
-103.73,19.23,Observatorio de Colima Col. SMN*,34.3,2021-06-01
-104.32,19.04,Observatorio de Manzanillo Col.,32.8,2021-06-01
-103.88,19.11,Presa derivadora Jala Col.,33.9,2021-06-01
-103.61,19.25,Buenavista Col.,33.0,2021-06-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,32.3,2021-06-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,32.0,2021-06-01
-103.87,19.17,La Esperanza Col.,35.3,2021-07-01
-103.73,18.76,Cerro de Ortega Col.,34.9,2021-07-01
-103.77,18.81,Laguna de Amela Col.,34.3,2021-07-01
-103.63,18.83,Callejones Col.,36.3,2021-07-01
-103.87,18.91,Tecomán Col.,36.7,2021-07-01
-103.8,19.21,Coquimatlán Col.,33.7,2021-07-01
-103.73,19.22,La Posta Col.,34.1,2021-07-01
-104.1,18.94,Radar Col.,34.8,2021-07-01
-103.81,19.33,Peñitas Col.,34.5,2021-07-01
-103.6,19.32,Cuauhtémoc Col.,33.3,2021-07-01
-110.95,18.73,Isla Socorro Col. SEMAR*,30.5,2021-07-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,33.4,2021-07-01
-104.3,19.07,Manzanillo Col. SEMAR*,33.2,2021-07-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.6,2021-07-01
-104.32,19.04,Observatorio de Manzanillo Col.,33.5,2021-07-01
-103.88,19.11,Presa derivadora Jala Col.,33.8,2021-07-01
-103.61,19.25,Buenavista Col.,32.8,2021-07-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,32.5,2021-07-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,32.9,2021-07-01
-103.87,19.17,La Esperanza Col.,34.5,2021-08-01
-103.73,18.76,Cerro de Ortega Col.,34.2,2021-08-01
-103.77,18.81,Laguna de Amela Col.,33.8,2021-08-01
-103.87,18.91,Tecomán Col.,35.7,2021-08-01
-103.8,19.21,Coquimatlán Col.,32.6,2021-08-01
-103.73,19.22,La Posta Col.,33.2,2021-08-01
-104.1,18.94,Radar Col.,33.8,2021-08-01
-103.81,19.33,Peñitas Col.,34.8,2021-08-01
-103.6,19.32,Cuauhtémoc Col.,31.9,2021-08-01
-110.95,18.73,Isla Socorro Col. SEMAR*,31.0,2021-08-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,33.4,2021-08-01
-104.3,19.07,Manzanillo Col. SEMAR*,32.6,2021-08-01
-103.73,19.23,Observatorio de Colima Col. SMN*,32.3,2021-08-01
-104.32,19.04,Observatorio de Manzanillo Col.,33.6,2021-08-01
-103.88,19.11,Presa derivadora Jala Col.,32.8,2021-08-01
-103.61,19.25,Buenavista Col.,32.2,2021-08-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,32.3,2021-08-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,31.0,2021-08-01
-103.87,19.17,La Esperanza Col.,32.9,2021-09-01
-103.73,18.76,Cerro de Ortega Col.,34.0,2021-09-01
-103.77,18.81,Laguna de Amela Col.,33.5,2021-09-01
-103.87,18.91,Tecomán Col.,36.6,2021-09-01
-103.8,19.21,Coquimatlán Col.,32.2,2021-09-01
-103.73,19.22,La Posta Col.,32.5,2021-09-01
-104.1,18.94,Radar Col.,32.8,2021-09-01
-103.81,19.33,Peñitas Col.,33.6,2021-09-01
-103.6,19.32,Cuauhtémoc Col.,31.5,2021-09-01
-110.95,18.73,Isla Socorro Col. SEMAR*,31.0,2021-09-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,32.7,2021-09-01
-104.3,19.07,Manzanillo Col. SEMAR*,32.3,2021-09-01
-103.73,19.23,Observatorio de Colima Col. SMN*,32.0,2021-09-01
-104.32,19.04,Observatorio de Manzanillo Col.,32.8,2021-09-01
-103.88,19.11,Presa derivadora Jala Col.,32.2,2021-09-01
-103.61,19.25,Buenavista Col.,31.1,2021-09-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,32.0,2021-09-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,31.3,2021-09-01
-103.87,19.17,La Esperanza Col.,34.8,2021-10-01
-103.73,18.76,Cerro de Ortega Col.,34.3,2021-10-01
-103.77,18.81,Laguna de Amela Col.,34.1,2021-10-01
-103.87,18.91,Tecomán Col.,38.1,2021-10-01
-103.8,19.21,Coquimatlán Col.,34.0,2021-10-01
-103.73,19.22,La Posta Col.,33.7,2021-10-01
-104.1,18.94,Radar Col.,34.9,2021-10-01
-103.81,19.33,Peñitas Col.,34.1,2021-10-01
-103.6,19.32,Cuauhtémoc Col.,32.5,2021-10-01
-110.95,18.73,Isla Socorro Col. SEMAR*,30.4,2021-10-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,33.4,2021-10-01
-104.3,19.07,Manzanillo Col. SEMAR*,32.7,2021-10-01
-104.32,19.04,Observatorio de Manzanillo Col.,33.8,2021-10-01
-103.88,19.11,Presa derivadora Jala Col.,33.9,2021-10-01
-103.61,19.25,Buenavista Col.,33.3,2021-10-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,31.9,2021-10-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,31.9,2021-10-01
-103.87,19.17,La Esperanza Col.,34.1,2021-11-01
-103.73,18.76,Cerro de Ortega Col.,34.7,2021-11-01
-103.77,18.81,Laguna de Amela Col.,34.1,2021-11-01
-103.87,18.91,Tecomán Col.,37.9,2021-11-01
-103.8,19.21,Coquimatlán Col.,34.1,2021-11-01
-103.73,19.22,La Posta Col.,34.5,2021-11-01
-104.1,18.94,Radar Col.,32.3,2021-11-01
-103.81,19.33,Peñitas Col.,34.8,2021-11-01
-103.6,19.32,Cuauhtémoc Col.,32.8,2021-11-01
-110.95,18.73,Isla Socorro Col. SEMAR*,29.8,2021-11-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,33.0,2021-11-01
-104.3,19.07,Manzanillo Col. SEMAR*,32.0,2021-11-01
-103.73,19.23,Observatorio de Colima Col. SMN*,34.6,2021-11-01
-104.32,19.04,Observatorio de Manzanillo Col.,33.3,2021-11-01
-103.88,19.11,Presa derivadora Jala Col.,34.3,2021-11-01
-103.61,19.25,Buenavista Col.,33.0,2021-11-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,30.9,2021-11-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,33.0,2021-11-01
-103.87,19.17,La Esperanza Col.,34.1,2021-12-01
-103.73,18.76,Cerro de Ortega Col.,34.8,2021-12-01
-103.77,18.81,Laguna de Amela Col.,34.1,2021-12-01
-103.87,18.91,Tecomán Col.,36.3,2021-12-01
-103.8,19.21,Coquimatlán Col.,33.0,2021-12-01
-103.73,19.22,La Posta Col.,33.3,2021-12-01
-104.1,18.94,Radar Col.,30.6,2021-12-01
-103.6,19.32,Cuauhtémoc Col.,32.9,2021-12-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.8,2021-12-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,31.7,2021-12-01
-104.3,19.07,Manzanillo Col. SEMAR*,31.0,2021-12-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.9,2021-12-01
-104.32,19.04,Observatorio de Manzanillo Col.,32.1,2021-12-01
-103.88,19.11,Presa derivadora Jala Col.,33.3,2021-12-01
-103.61,19.25,Buenavista Col.,33.7,2021-12-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,29.8,2021-12-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,32.8,2021-12-01
-103.63,18.83,Callejones Col.,34.7,2022-01-01
-103.77,18.81,Laguna de Amela Col.,33.6,2022-01-01
-110.95,18.73,Isla Socorro Col. SEMAR*,27.8,2022-01-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.1,2022-01-01
-103.6,19.32,Cuauhtémoc Col.,31.6,2022-01-01
-103.87,19.17,La Esperanza Col.,33.6,2022-01-01
